Player,PlayerID,Bats
Skye Bolt,boltsk01,S
Robel Garcia,garciro02,S
Richard Urena,urenari01,S
Drew Waters,waterdr01,S
Michael Papierski,papiemi01,S
Domingo Leyba,leybado01,S
Breyvic Valera,valerbr01,S
Jesmuel Valentin,valenje01,S
Anderson Tejeda,tejedan01,S
Jonathan Arauz,arauzjo01,S
Pedro Florimon,floripe01,S
Max Moroff,morofma01,S
Derek Holland,hollade01,S
Chase Headley,headlch01,S
Rafael Marchan,marchra01,S
Henry Ramos,ramoshe01,S
Jose Lobaton,lobatjo01,S
Taijuan Walker,walketa01,S
Cliff Pennington,pennicl01,S
Tomas Telis,telisto01,S
Ramon Torres,torrera01,S
Lucius Fox,foxlu01,S
Cristhian Adames,adamecr01,S
Erick Mejia,mejiaer01,S
Bryce Johnson,johnsbr03,S
Luis Sardinas,sardilu01,S
Miguel Gomez,gomezmi01,S
Luis Alexander Basabe,basablu01,S
Ty Kelly,kellyty01,S
Dalton Pompey,pompeda01,S
Wilkin Castillo,castiwi01,S
Jarrod Saltalamacchia,saltaja01,S
Engelb Vielma,vielmen01,S
Dylan Bundy,bundydy01,S
Lance Lynn,lynnla01,S
Johnny Davis,davisjo06,S
Taylor Gushue,gushuta01,S
Mickey McDonald,mcdonmi01,S
Taylor Williams,willita01,S
Emilio Bonifacio,bonifem01,S
Ivan Castillo,castiiv01,S
Nick Franklin,frankni01,S
Darnell Sweeney,sweenda02,S
JT Chargois,chargjt01,S
Kenley Jansen,janseke01,S
Kris Medlen,medlekr01,S
Mike Siani,sianimi01,L
